MÓDULO;CRITÉRIOS;AVISO / ERRO;NÚMERO;MENSAGEM;TABELA;NATUREZA REGRA;ENTIDADES
Contábil;PARTE 1. Se a soma de (nrQuantidade) do conjunto (idPessoa, nrOperacao e nrAnoOperacao) declarado na tabela (EstornoLiquidacaoQuantitativaEmpenho) FOR > PARTE 2. que a soma de (nrQuantidade) do mesmo conjunto (idPessoa, nrOperacao e nrAnoOperacao) declarado na tabela (LiquidacaoQuantitativaEmpenho) a mensagem deve ser executada. ;ERRO;5196;A soma de  (nrQuantidade) da Operação nº xxxxx/aaaaa  declarada na tabela (EstornoLiquidacaoQuantitativaEmpenho) de  0.000  é maior do que a quantidade da mesma Operação  (nrQuantidade)  e 0.000, informada na tabela (LiquidacaoQuantitativaEmpenho). ;EstornoLiquidacaoQuantitativaEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlOperacao) declarada na tabela (Pagamento) para o conjunto (idPessoa e dtOperacao = mês/ano de trabalho) referente  a (idPessoa, nrAnoEmpenho = ano de trabalho e idOrigemEmpenho) da tabela (Empenho), cujos empenhos são localizados através de JOIN com o conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) da tabela (Liquidacao) (MENOS) a soma de (vlEstorno) do conjunto (idPessoa e dtEstorno = mês/ano de Trabalho) da tabela (EstornoPagamento), cujos estornos sejam originários de  (idPessoa, nrPagamento e nrAnoPagamento = ano de trabalho) da tabela (Pagamento) e ainda referentes  o conjunto (idPessoa, nrAnoEmpenho = ano de trabalho e idOrigemEmpenho) da tabela (Empenho), cujos empenhos são localizados através de associação com o conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) da tabela (Liquidacao) FOR <> da PARTE 2. da soma de (vlCredito - vlDebito) do conjunto (idPessoa, nrMes = mês de trabalho, nrAnoAplicacao = ano de trabalho,  cdClasse+cdGrupo+ cdSubGrupo+cdTitulo+cdSubTitulo+cdItem = '6221304' e idTipoMovimentoContabil = 2) da tabela (MovimentoContabilMensal) a mensagem deve ser executada. ;ERRO;5197;A soma de todos os pagamentos líquidos de empenhos emitidos no ano de trabalho de R$- 0.00, ou seja, (Pagamentos - Estornos) declarados nas tabelas (Pagamento e EstornoPagamento),  não mantém correspondência com a soma dos CRÉDITOS (menos) os DÉBITOS de R$- 0.00, existentes na conta contábil = 6.2.2.1.3.04 - CRÉDITO EMPENHADO PAGO da tabela (MovimentoContabilMensal) acumulado no ano de trabalho.  ;Pagamento;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlOperacao) declarada na tabela (Pagamento) para o conjunto (idPessoa e dtOperacao = mês/ano de trabalho) referente  a (idPessoa, nrAnoEmpenho < que o ano de trabalho e idOrigemEmpenho) da tabela (Empenho), cujos empenhos são localizados através de associação com o conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) da tabela (Liquidacao) (MENOS) a soma de (vlEstorno) do conjunto (idPessoa e dtEstorno = mês/ano de Trabalho), cujos estornos sejam originários de  (idPessoa, nrPagamento e nrAnoPagamento = ano de trabalho) da tabela (Pagamento) e ainda referentes  o conjunto (idPessoa, nrAnoEmpenho < que o ano de trabalho e idOrigemEmpenho) da tabela (Empenho), cujos empenhos são localizados através de associação com o conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) da tabela (Liquidacao) FOR <> da PARTE 2. da soma de (vlCredito - vlDebito) do conjunto (idPessoa, nrMes = mês de trabalho, nrAnoAplicacao = ano de trabalho,  cdClasse+cdGrupo+ cdSubGrupo+cdTitulo = '6314' e '6322' e idTipoMovimentoContabil = 2) da tabela (MovimentoContabilMensal) a mensagem deve ser executada. ;ERRO;5198;A soma de todos os pagamentos líquidos de empenhos de Restos a Pagar  de R$- 0.00, ou seja, (Pagamentos - Estornos) declarados nas tabelas (Pagamento e EstornoPagamento), não mantém correspondência com a soma dos CRÉDITOS (menos) os DÉBITOS de R$- 0.00, existentes na conta contábil = 6.3.1.4 - RAP NÃO PROCESSADO PAGO E 6.3.2.2 - RAP PROCESSADO PAGO da tabela (MovimentoContabilMensal) acumulado no ano de trabalho.    ;Pagamento;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, nrEmpenho, nrAnoEmpenho, nrAnoInclusao = 2013 e vlProcessado > 0.00) existir na tabela (ammRestosAPagar) e não existir nos campos (idPessoa, nrEmpenho e nrAnoEmpenho) da tabela (Liquidacao) a mensagem deve ser executada.;ERRO;5199;O Empenho de Restos a Pagar nº xxxx/aaaa existe na tabela (ammRestosAPagar) com valores processados e não foi declarado na tabela (Liquidacao).;Liquidacao;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, nrEmpenho e nrAnoEmpenho < 2013) declarado na tabela (Liquidacao)  não existir na tabela (ammRestosAPagar) com o conjunto (idPessoa, nrEmpenho, nrAnoEmpenho, nrAnoInclusao = 2013 e vlProcessado > 0.00)  a mensagem deve ser executada.;ERRO;5200;O Empenho de Restos a Pagar nº xxxx/aaaa foi declarado na tabela (Liquidacao), porém, não existe na tabela (ammRestosAPagar) com valores processados. ;Liquidacao;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se (vlProcessado) do conjunto (idPessoa, nrEmpenho, nrAnoEmpenho e nrAnoInclusao = 2013) for > 0.00 na tabela (ammRestosAPagar) a regra deve exigir que (vlProcessado) seja declarado no campo (vlLiquidacao) do conjunto (idPessoa, nrEmpenho e nrAnoEmpenho) da tabela (Liquidacao). ;ERRO;5201;O Empenho nº xxxx/aaaa possuí R$- 0.00 de Restos a Processados na tabela (ammRestosAPagar), porém, o referido Empenho apresenta o valor R$- 0.00 na tabela (Liquidacao).;Liquidacao;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se a soma de (vlEstorno) do conjunto (idPessoa, nrPagamento e nrAnoPagamento) declarada na tabela (EstornoPagamento) FOR > que a soma de (vlOperacao) do conjunto (idPessoa, nrPagamento e nrAnoPagamento) da tabela (Pagamento) a mensagem deve ser executada.;ERRO;5202;A soma de todos os Estornos do Pagamento nº xxxxx/aaaa de R$- 0.00 declarada na tabela (EstornoPagamento) é maior que o valor do mesmo Pagamento existente na tabela (Pagamento). ;EstornoPagamento;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se a soma de (vlEstorno) do conjunto (idPessoa, idTipoOperacaoPagamento, nrPagamento e nrAnoPagamento) declarada na tabela (EstornoPagamento) FOR > que a soma de (vlOperacao) do conjunto (idPessoa, idTipoOperacaoPagamento, nrPagamento e nrAnoPagamento) da tabela (Pagamento) a mensagem deve ser executada.;ERRO;5203;A soma de todos os Estornos do Pagamento nº xxxxx/aaaa com Tipo de Operação de Pagamento nº xxxxxx de R$- 0.00 declarada na tabela (EstornoPagamento) é maior que o valor do mesmo Pagamento e Tipo de Operação existente na tabela (Pagamento). ;EstornoPagamento;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;"PARTE 1. 
Se a soma de (vlOperacao) do conjunto (idPessoa, dtOperacao = mês de trabalho e nrAnoAplicacao = ano de trabalho) da tabela (MovimentoRealizavel) com o valor do campo (idTipoMovimentoRealizavel) vinculado ao campo (flInscricao = ""S"") na tabela (TipoMovimentoRealizavel)
(MENOS) a soma de (vlOperacao) do conjunto (idPessoa, dtOperacao = mês de trabalho e nrAnoAplicacao = ano de trabalho) da tabela (MovimentoRealizavel) com o valor do campo (idTipoMovimentoRealizavel) vinculado ao campo (flInscricao = ""N"") na tabela (TipoMovimentoRealizavel)
(MENOS) a soma de (vlEstorno) do conjunto (idPessoa, nrAnoEstorno = ano de trabalho e dtEstorno = mês de trabalho) da tabela (EstornoMovimentoRealizavel), cujos estornos estejam vinculados com o conjunto (idPessoa, nrRealizavel, nrAnoRealizavel e idTipoMovimentoRealizavel), sendo que o valor do campo (idTipoMovimentoRealizavel) esteja vinculado ao campo (flInscricao = ""S"") na tabela (TipoMovimentoRealizavel)
(MAIS) a soma de (vlEstorno) do conjunto (idPessoa, nrAnoEstorno = ano de trabalho e dtEstorno = mês de trabalho) da tabela (EstornoMovimentoRealizavel), cujos estornos estejam vinculados com o conjunto (idPessoa, nrRealizavel, nrAnoRealizavel e idTipoMovimentoRealizavel), sendo que o valor do campo (idTipoMovimentoRealizavel) esteja vinculado ao campo (flInscricao = ""N"") na tabela (TipoMovimentoRealizavel) FOR <> 
PARTE 2.  
da soma de (vlDebito - vlCredito) do conjunto (idPessoa, nrMes = mês de trabalho, nrAnoAplicacao = ano de trabalho, cdClasse = 1, exceto cdClasse+cdGrupo+cdSubGrupo = '111', '114' e cdClasse+cdGrupo+cdSubGrupo+cdTitulo = '1213', idTipoMovimentoContabil = 2, idTipoFinanceiroPatrimonial = ""F"" e idTipoVariacaoQualitativa = 99) da tabela (MovimentoContabilMensal) a regra deve ser executada.
(MENOS) da soma de (vlCredito - vlDebito) do conjunto (idPessoa, nrMes = mês de trabalho, nrAnoAplicacao = ano de trabalho, cdClasse = 1, cdClasse+cdGrupo+cdSubGrupo+cdTitulo = ' 1149', idTipoMovimentoContabil = 2, idTipoFinanceiroPatrimonial = 1 e idTipoVariacaoQualitativa = 99) da tabela (MovimentoContabilMensal) a regra deve ser executada.
";ERRO;5204;"A soma líquida de R$ 0,00 referente as Inscrições (MENOS) Baixas e respectivos estornos de valores do REALIZÁVEL declarada nas tabelas (MovimentoRealizavel e EstornoMovimentoRealizavel) no XX/XXXX é diferente a soma dos DÉBITOS (MENOS) os CRÉDITOS de R$ 0,00 do conjunto (cdClasse = 1, exceto cdClasse+cdGrupo+cdSubGrupo = ""111"", cdClasse+cdGrupo+cdSubGrupo+cdTitulo = ""1141, 1142 e 1213"", idTipoMovimentoContabil = 2, idTipoFinanceiroPatrimonial = ""F"" e idTipoVariacaoQualitativa = 99) da tabela (MovimentoContabilMensal).";MovimentoContabilMensal;Movimento Mensal*;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se (idTipoOperacaoPagamento) do conjunto (idPessoa, nrPagamento e nrAnoPagamento) declarado na tabela (Pagamento) FOR = 4, o conjunto (idPessoa, nrEmpenho, nrAnoEmpenho e idOrigemEmpenho) deve ser declarado na tabela (MovimentoRealizavel) com o campo (idTipoMovimentoRealizavel = 8). OBS: Para localizar o empenho será necessário fazer JOIN com entre as tabelas (Pagamento, Liquidacao e Empenho).;ERRO;5205;O Pagamento nº xxxxx/aaaa, declarado na tabela (Pagamento) está vinculado com o Empenho nº xxxxx/aaaa, referente a Compensação de Valores Realizáveis, portanto, o referido empenho não existe na tabela (MovimentoRealizavel) com (idTipoMovimentoRealizavel) = 8 - Baixa do Realizável por Compensação de Despesa Orçamentária.;MovimentoRealizavel;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se a soma de (vlOperacao) do conjunto (idPessoa, nrEmpenho, nrAnoEmpenho e idOrigemEmpenho) declarada na tabela (MovimentoRealizavel) com (idTipoMovimentoRealizavel = 8) for <> da soma (vlOperacao) declarada na tabela (Pagamento), referente o conjunto (idPessoa, nrEmpenho, nrAnoEmpenho, idOrigemEmpenho e idTipoOperacaoPagamento = 4) a mensagem deve ser executada.  OBS: Para localizar o empenho na tabela Pagamento, será necessário fazer JOIN com entre as tabelas (Pagamento, Liquidacao e Empenho). ;ERRO;5206;A soma de R$- 0.00 do Empenho nº xxxxx/aaaa declarada na tabela (MovimentoRealizavel) com (idTipoMovimentoRealizavel = 8), não mantém correspondência com o valor da operação de R$- 0.00 existente na tabela (Pagamento) para o mesmo Empenho e com o Tipo de Operação de Pagamento =  4 - COMPENSAÇÃO DE VALORES REALIZÁVEIS.;MovimentoRealizavel;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, nrEmpenho, nrAnoEmpenho e idOrigemEmpenho) declarado na tabela (MovimentoRealizavel) for <> do conjunto (idPessoa, nrEmpenho, nrAnoEmpenho e idOrigemEmpenho) referente o  (idPessoa, nrPagamento e nrAnoPagamento) com (idTipoOperacaoPagamento = 4)  da tabela (Pagamento) a mensagem deve ser executada. OBS: Para localizar o empenho OBS: Para localizar o empenho na tabela Pagamento, será necessário fazer JOIN com entre as tabelas (Pagamento, Liquidacao e Empenho).  ;ERRO;5207;O Empenho nº xxxxx/aaaa declarado na tabela (MovimentoRealizavel) não está vinculado com nenhum (nrPagamento e nrAnoPagamento) com Tipo de Operação de Pagamento =  4 - COMPENSAÇÃO DE VALORES REALIZÁVEIS. na tabela (Pagamento). ;MovimentoRealizavel;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se (cdFonte) do conjunto (idPessoa,  nrEmpenho, nrAnoEmpenho e idOrigemEmpenho) declarado na tabela (MovimentoRealizavel) for <> de (cdFonte) do conjunto (idPessoa,  nrEmpenho, nrAnoEmpenho e idOrigemEmpenho) existente na tabela (DetalheEmpenho) a mensagem deve ser executada.  ;ERRO;5208;A Fonte de Recurso nº xxxxx declarada na tabela (MovimentoRealizavel) para o Empenho nº xxxx/aaaa é diferente da fonte do empenho existente na tabela (DetalheEmpenho).;MovimentoRealizavel;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, nrOperacaoBancoCaixa, nrAnoOperacaoBancoCaixa e idTipoMovimentoRealizavel = 2) declarado na tabela (MovimentoRealizavel)  for <> do conjunto (idPessoa, idOperacaoConta, nrAnoOperacaoConta e idTipoOperacaoFinanceira = 10, 16 e 20) da tabela (MovimentoDiarioContaBancaria) a mensagem deve ser executada.  ;ERRO;5209;O nrOperacaoBancoCaixa = xxxxxx/aaaa declarado na tabela (MovimentoRealizavel) pertence a Inscrição de Realizável com (idTipoMovimentoRealizavel = 2), no entanto, a referida Operação está vinculada na tabela (MovimentoDiarioContaBancaria) através do campo (idOperacaoConta) com (idTipoOperacaoFinanceiro) diferente de 16 - Saída de Valores para o Realizável, 20 - Ajuste de Perdas de Aplic. Financ. do RPPS ou 10 Pagamento de Despesas Não Empenhadas.);MovimentoRealizavel;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, idOperacaoConta, nrAnoOperacaoConta e idTipoOperacaoFinanceira = 16) existir na tabela (MovimentoDiarioContaBancaria) a regra deve exigir que seja declarado nos campos (idPessoa, nrOperacaoBancoCaixa, nrAnoOperacaoBancoCaixa e idTipoMovimentoRealizavel = 2) da tabela (MovimentoRealizavel).;ERRO;5210;O idOperacaoConta nº xxxx/aaaa  foi informado na tabela (MovimentoDiarioContaBancaria) com (idTipoOperacaoFinanceira = 16) e não foi declarado nos campos (nrOperacaoBancoCaixa, nrAnoOperacaoBancoCaixa e idTipoMovimentoRealizavel = 2) da tabela (MovimentoRealizavel).;MovimentoRealizavel;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, nrOperacaoBancoCaixa, nrAnoOperacaoBancoCaixa e idTipoMovimentoRealizavel = 5) declarado na tabela (MovimentoRealizavel)  for <> do conjunto (idPessoa, idOperacaoConta, nrAnoOperacaoConta e idTipoOperacaoFinanceira = 15) da tabela (MovimentoDiarioContaBancaria) a mensagem deve ser executada.  ;ERRO;5211;O nrOperacaoBancoCaixa = xxxxxx/aaaa declarado na tabela (MovimentoRealizavel) pertence a Baixa de Realizável com (idTipoMovimentoRealizavel = 5), no entanto, a referida Operação está vinculada na tabela (MovimentoDiarioContaBancaria) através do campo (idOperacaoConta) com (idTipoOperacaoFinanceiro) diferente de 15.;MovimentoRealizavel;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, idOperacaoConta, nrAnoOperacaoConta e idTipoOperacaoFinanceira = 15) existir na tabela (MovimentoDiarioContaBancaria) a regra deve exigir que seja declarado nos campos (idPessoa, nrOperacaoBancoCaixa, nrAnoOperacaoBancoCaixa e idTipoMovimentoRealizavel = 5) da tabela (MovimentoRealizavel).;ERRO;5212;O idOperacaoConta nº xxxx/aaaa  foi informado na tabela (MovimentoDiarioContaBancaria) com (idTipoOperacaoFinanceira = 15) e não foi declarado nos campos (nrOperacaoBancoCaixa, nrAnoOperacaoBancoCaixa e idTipoMovimentoRealizavel = 5) da tabela (MovimentoRealizavel).;MovimentoRealizavel;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, nrOperacaoBancoCaixa, nrAnoOperacaoBancoCaixa e idTipoMovimentoRealizavel = 1) declarado na tabela (MovimentoRealizavel)  for <> do conjunto (idPessoa, idOperacao, nrAnoOperacao e idTipoOperacaoFinanceira = 16) da tabela (MovimentoDiarioCaixa) a mensagem deve ser executada.  ;ERRO;5215;O nrOperacaoBancoCaixa = xxxxxx/aaaa declarado na tabela (MovimentoRealizavel) pertence a Inscrição de Realizável com (idTipoMovimentoRealizavel = 1), no entanto, a referida Operação está vinculada na tabela (MovimentoDiarioCaixa) através do campo (idOperacao) com (idTipoOperacaoFinanceiro) diferente de 16.;MovimentoRealizavel;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
